StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
2181,16,Female,Caucasian,Higher,20,20,No,High,Yes,No,No,No,3.278358755497311,B
2182,18,Male,Asian,Bachelor’s,15,15,Yes,Moderate,Yes,Yes,No,Yes,3.4777241621257717,B
2183,18,Female,Caucasian,Bachelor’s,15,9,No,Very High,Yes,No,No,No,3.766845472407202,A
2186,18,Female,African American,High School,15,24,No,High,No,No,No,No,3.570412892883004,A
2188,15,Male,Caucasian,Higher,19,19,No,Moderate,No,No,Yes,Yes,3.2268598985863464,B
2189,17,Male,Caucasian,High School,19,14,Yes,High,No,No,Yes,No,3.913543094238606,A
2190,18,Male,Caucasian,Bachelor’s,9,20,No,Moderate,Yes,No,No,No,2.329802299202301,D
2191,17,Female,Caucasian,Some College,1,20,Yes,Moderate,Yes,Yes,No,No,2.942615399399574,C
2192,17,Female,African American,No Education,13,9,No,Very High,Yes,No,No,Yes,3.258681812069316,B
2194,18,Male,Caucasian,High School,5,17,No,No Support,Yes,No,No,Yes,3.447877458421144,B
2195,16,Male,African American,Bachelor’s,2,27,Yes,High,No,No,Yes,No,2.887891658268214,C
2196,15,Male,African American,No Education,15,22,No,High,Yes,No,No,No,3.159003282401853,B
2197,16,Female,Other,Higher,16,22,No,Very High,No,Yes,Yes,Yes,2.6291103191859686,C
2198,17,Female,African American,High School,11,8,No,High,No,Yes,Yes,Yes,3.867977055793935,A
2199,17,Female,Caucasian,High School,18,28,Yes,No Support,No,No,No,No,3.729172157378653,A
2201,15,Female,Other,Higher,2,3,Yes,Low,Yes,Yes,No,Yes,3.2289389526826078,B
2202,16,Female,Asian,Bachelor’s,12,4,No,Low,Yes,No,No,Yes,2.910848126570812,C
2203,18,Male,Caucasian,Bachelor’s,15,6,Yes,High,No,No,No,No,3.0996279327401206,B
2204,16,Female,Caucasian,Some College,10,25,No,Moderate,No,No,No,No,2.061460200638005,D
2205,15,Female,Caucasian,Some College,19,30,No,Moderate,No,No,Yes,No,2.7489552283954217,C
2206,16,Female,African American,High School,15,6,No,High,Yes,No,No,No,3.202969206498289,B
2207,15,Female,Asian,Some College,19,10,No,Moderate,No,No,No,No,3.187734159205874,B
2208,16,Male,African American,High School,1,9,No,No Support,Yes,Yes,No,No,3.227985621796777,B
2209,15,Male,Caucasian,Higher,3,10,No,High,No,Yes,Yes,Yes,2.509014476733588,C
2210,15,Female,Asian,Bachelor’s,3,23,Yes,Low,Yes,No,No,No,3.094670157269431,B
2211,15,Male,Asian,Some College,16,23,Yes,High,No,No,Yes,No,3.21321903061105,B
2212,18,Female,Caucasian,High School,0,17,No,High,Yes,Yes,No,No,3.3895570871601146,B
2213,16,Female,African American,Bachelor’s,0,11,No,Very High,No,Yes,Yes,No,2.388108565028213,D
2215,16,Female,Asian,High School,11,15,No,Moderate,No,No,No,No,2.478439214007468,D
2216,15,Male,Asian,High School,5,26,No,High,Yes,No,Yes,No,3.7522957249467535,A
2217,16,Male,African American,Some College,5,3,Yes,Moderate,No,Yes,Yes,No,3.5359002048517305,A
2218,16,Male,African American,Bachelor’s,16,16,Yes,Moderate,Yes,Yes,Yes,Yes,3.884061554894993,A
2220,17,Male,Caucasian,No Education,7,20,No,High,No,Yes,No,Yes,3.6020119125779626,A
2221,15,Male,Caucasian,Some College,11,22,No,Very High,No,No,No,No,2.5153047158665696,C
2222,16,Female,Asian,Bachelor’s,14,4,Yes,Very High,Yes,No,Yes,Yes,3.9735452134248206,A
2224,17,Male,Caucasian,High School,20,12,No,No Support,No,Yes,Yes,No,3.9699871473074144,A
2225,15,Male,Asian,Higher,19,2,Yes,High,No,No,No,Yes,3.721488020342459,A
2226,16,Female,Asian,Higher,16,26,No,Moderate,Yes,No,No,No,3.881415076415796,A
2227,17,Male,Caucasian,Higher,8,22,No,Very High,No,Yes,No,No,3.2576696393660565,B
2230,17,Female,Caucasian,High School,1,0,No,Very High,Yes,No,Yes,No,3.425747698461828,B
2231,17,Male,Caucasian,High School,10,27,Yes,Moderate,No,No,No,No,3.447022329679644,B
2233,15,Male,Caucasian,Higher,16,16,Yes,Very High,No,No,Yes,No,3.7511305730078095,A
2234,15,Female,Caucasian,Bachelor’s,20,8,No,High,No,No,No,No,3.1195754594408536,B
2235,16,Male,Caucasian,Bachelor’s,17,19,Yes,Very High,No,No,No,No,3.9664497500449394,A
2236,18,Male,Other,High School,14,6,No,Very High,Yes,Yes,Yes,No,3.1506730566404024,B
2237,15,Female,Caucasian,Higher,6,4,No,High,No,Yes,Yes,No,3.129048013510788,B
2238,18,Female,Caucasian,Bachelor’s,15,29,No,Low,No,No,Yes,No,3.07956382538662,B
2239,15,Female,Caucasian,High School,0,15,No,Low,Yes,No,Yes,Yes,2.390545257363201,D
2240,17,Female,African American,Higher,17,6,Yes,Low,No,No,No,No,3.4318627195796894,B
2241,15,Female,African American,High School,7,12,Yes,Moderate,Yes,No,No,No,2.380222687008517,D
2242,18,Female,Caucasian,No Education,6,12,No,Moderate,Yes,Yes,Yes,No,2.7285403303013944,C
2243,17,Female,Caucasian,Bachelor’s,1,14,Yes,High,No,Yes,Yes,No,2.7995967451363155,C
2244,17,Male,Caucasian,Bachelor’s,11,22,Yes,Moderate,No,Yes,No,No,2.7705074203304982,C
2246,18,Male,African American,High School,8,16,No,Moderate,Yes,Yes,Yes,Yes,3.5016214880789205,A
2248,16,Male,Caucasian,Bachelor’s,10,18,No,Low,No,Yes,Yes,No,2.4318100530539013,D
2250,18,Female,Caucasian,High School,2,1,No,High,Yes,Yes,No,Yes,3.2801191736797053,B
2251,17,Female,African American,No Education,20,13,Yes,High,Yes,No,No,No,3.705766231481197,A
2252,16,Female,Caucasian,High School,12,22,Yes,Moderate,Yes,No,Yes,No,3.2555493451881223,B
2254,16,Female,Caucasian,High School,12,6,No,Moderate,No,No,Yes,No,3.898740900780534,A
2255,15,Male,Other,High School,1,24,No,Moderate,Yes,Yes,Yes,Yes,2.698436749983607,C
2256,16,Male,Asian,Some College,5,27,No,Moderate,Yes,Yes,No,No,2.9525488692949424,C
2259,18,Male,Caucasian,High School,3,14,No,Very High,No,No,No,Yes,2.714116408432928,C
2260,17,Female,Caucasian,Some College,4,18,No,Very High,Yes,No,No,No,3.17697312307348,B
2261,17,Male,Caucasian,No Education,7,28,No,Moderate,Yes,No,No,No,2.21872201274152,D
2262,17,Female,African American,Some College,5,10,No,No Support,Yes,No,No,No,3.037775894798764,B
2264,17,Male,Asian,Higher,2,14,Yes,Moderate,No,Yes,Yes,No,2.11154165709815,D
2265,16,Female,Caucasian,Bachelor’s,7,5,No,Moderate,No,Yes,No,No,2.6748487013135342,C
2266,17,Male,Asian,Some College,18,14,Yes,High,Yes,No,Yes,No,2.9446212582535694,C
2267,17,Female,Asian,No Education,20,28,No,High,No,Yes,No,Yes,3.2173353114123007,B
2270,16,Male,Caucasian,High School,9,18,No,Very High,Yes,Yes,No,No,3.501565903752177,A
2271,16,Female,Caucasian,Some College,19,23,No,Very High,No,No,No,No,3.839741325886896,A
2272,16,Female,Caucasian,Bachelor’s,11,28,No,Very High,Yes,No,Yes,No,2.3390810891751506,D
2273,17,Male,African American,Bachelor’s,19,29,No,No Support,Yes,Yes,No,No,2.478914325034144,D
2274,17,Female,Caucasian,Bachelor’s,7,27,No,Very High,No,No,Yes,No,3.770428451755912,A
2275,17,Female,Other,Higher,18,4,Yes,No Support,No,No,No,No,3.797422036776802,A
2276,18,Female,Caucasian,Higher,20,30,No,High,Yes,Yes,No,No,3.2872252042752947,B
2277,15,Female,Other,Some College,15,21,Yes,Low,Yes,No,No,No,3.871972986848617,A
2278,17,Female,Caucasian,Some College,20,12,No,Moderate,Yes,No,No,Yes,2.98038638937386,C
2280,18,Female,Caucasian,Bachelor’s,8,19,No,Moderate,Yes,Yes,No,No,3.420870637021414,B
2281,16,Male,Caucasian,Higher,3,16,No,Moderate,No,Yes,No,No,2.1598479316831147,D
2282,17,Male,Asian,No Education,8,14,No,No Support,Yes,No,Yes,Yes,2.1598485542134385,D
2283,15,Male,Caucasian,Some College,1,13,No,Very High,Yes,No,No,No,2.115777020475247,D
2284,15,Female,African American,High School,8,28,Yes,Very High,Yes,Yes,Yes,No,2.6983055922585395,C
2285,17,Female,African American,High School,8,15,Yes,High,Yes,Yes,Yes,No,3.04960011570739,B
2286,16,Male,Caucasian,High School,17,3,No,Very High,Yes,No,No,No,3.5636142895736147,A
2287,16,Female,Caucasian,Bachelor’s,10,16,No,High,No,Yes,Yes,Yes,2.8941804061989407,C
2288,16,Male,Asian,No Education,12,19,No,Very High,Yes,Yes,Yes,No,3.604075592306248,A
2289,18,Male,Caucasian,Bachelor’s,5,13,No,High,Yes,Yes,Yes,No,2.435718610704889,D
2290,15,Female,African American,Bachelor’s,8,17,Yes,High,No,No,No,No,2.69227813061102,C
2292,15,Male,Caucasian,High School,3,21,No,Moderate,Yes,No,No,Yes,3.1789459400304305,B
2293,18,Female,Caucasian,Bachelor’s,1,7,No,No Support,Yes,No,No,Yes,3.752541504244696,A
2294,15,Female,Asian,Bachelor’s,6,8,No,High,No,No,No,Yes,3.381108115559999,B
2295,18,Male,Caucasian,Higher,14,23,Yes,Moderate,No,Yes,No,No,2.5364484568950094,C
2296,16,Female,Caucasian,Higher,5,0,No,Moderate,Yes,Yes,Yes,Yes,3.683056443567634,A
2300,16,Female,Caucasian,Bachelor’s,3,16,No,No Support,No,No,No,No,3.1391921341092592,B
2303,17,Female,Caucasian,Higher,10,5,Yes,High,Yes,No,No,Yes,3.840358151022445,A
2304,16,Female,Other,Some College,12,15,Yes,Moderate,No,No,No,No,3.829159788044689,A
2305,16,Male,African American,Bachelor’s,20,0,No,Moderate,Yes,No,No,No,3.395444496763668,B
2306,17,Female,Asian,High School,2,9,No,Low,Yes,Yes,No,No,3.809515433049648,A
2307,18,Male,Caucasian,Some College,13,17,No,Moderate,No,No,Yes,No,2.5953753052321646,C
2309,15,Male,Caucasian,High School,17,25,Yes,High,Yes,No,Yes,No,2.7968863636862897,C
2310,18,Male,Caucasian,High School,4,13,No,Low,No,No,No,No,2.7564714359900826,C
2311,17,Female,Caucasian,Bachelor’s,12,23,Yes,High,Yes,No,No,Yes,3.446351527615977,B
2312,16,Male,Caucasian,No Education,12,4,No,Moderate,Yes,Yes,Yes,Yes,2.919477943632632,C
2313,15,Male,Asian,High School,13,16,No,Moderate,Yes,No,No,No,3.991969163412004,A
2314,15,Female,Caucasian,High School,11,13,No,Moderate,No,Yes,Yes,No,2.7603218551818105,C
2315,16,Male,African American,Some College,20,25,No,High,Yes,Yes,Yes,Yes,3.720928832457334,A
2316,18,Female,Asian,High School,12,17,No,High,Yes,Yes,No,Yes,3.422245998221441,B
2319,16,Female,African American,Bachelor’s,3,22,No,No Support,Yes,No,No,No,2.01682421080746,D
2320,17,Male,Caucasian,High School,9,1,Yes,Low,Yes,No,No,No,3.746850184025141,A
2322,17,Male,Other,High School,17,6,Yes,Low,Yes,No,No,No,3.583694498645707,A
2323,15,Female,Caucasian,Higher,7,6,Yes,No Support,No,No,No,No,2.417338543454227,D
2325,15,Male,Asian,Some College,1,18,No,High,No,Yes,No,No,2.8163876301764104,C
2326,15,Male,Caucasian,High School,7,21,No,High,Yes,No,No,No,3.9492657929248383,A
2327,15,Male,African American,Some College,15,27,No,Moderate,Yes,No,No,No,3.340399609730158,B
2328,15,Female,Caucasian,No Education,6,5,No,Moderate,No,Yes,No,No,3.372992863664885,B
2329,16,Female,Caucasian,No Education,2,19,No,High,No,No,No,No,3.659693750762529,A
2330,15,Male,Caucasian,Some College,3,16,No,Moderate,No,No,No,Yes,2.6307670023716536,C
2331,16,Male,Caucasian,Some College,6,24,No,High,No,No,Yes,No,3.074892689697963,B
2332,16,Female,Caucasian,High School,3,17,Yes,Very High,Yes,No,No,No,3.8814114716330215,A
2333,17,Female,Asian,Bachelor’s,8,24,No,Very High,No,No,Yes,No,3.275173556538508,B
2334,18,Male,African American,Higher,16,23,Yes,Moderate,Yes,Yes,No,No,3.055591686238122,B
2336,16,Male,Caucasian,Bachelor’s,19,26,No,High,Yes,No,No,No,3.38405143433744,B
2338,16,Male,African American,Bachelor’s,13,12,Yes,High,Yes,Yes,No,No,2.841885177360896,C
2339,16,Female,Other,Some College,12,25,Yes,Moderate,Yes,Yes,No,Yes,3.735936827625036,A
2340,16,Female,Caucasian,Bachelor’s,3,18,Yes,Very High,No,No,No,No,2.15803060466536,D
2341,17,Female,African American,High School,12,15,No,Moderate,No,No,Yes,No,3.557829209125937,A
2342,18,Male,Asian,Some College,20,9,No,No Support,Yes,No,Yes,No,3.6418731766730192,A
2344,15,Male,Asian,High School,14,9,No,Moderate,No,Yes,Yes,No,3.7086808621360094,A
2345,17,Male,Caucasian,Some College,17,29,Yes,No Support,Yes,No,No,Yes,3.7846669963113615,A
2346,17,Female,Asian,High School,10,29,Yes,Moderate,Yes,Yes,No,No,3.324283075361417,B
2347,17,Female,Other,Bachelor’s,3,13,No,Low,Yes,Yes,No,Yes,2.804118044193048,C
2348,17,Female,African American,Some College,19,8,Yes,High,No,No,No,No,3.7854226500839054,A
2349,18,Female,Caucasian,Some College,10,20,No,Moderate,No,Yes,No,Yes,2.334073584753244,D
2350,15,Male,Caucasian,High School,9,10,No,Low,No,Yes,Yes,No,2.2770381063922094,D
2351,18,Male,Other,High School,12,2,No,Moderate,No,Yes,No,No,2.7427924172011684,C
2352,18,Male,Caucasian,Some College,7,7,No,Low,Yes,Yes,No,No,2.7418098789995584,C
2353,17,Female,Caucasian,Higher,12,11,No,High,Yes,No,No,No,3.741843195758048,A
2355,16,Female,Caucasian,High School,0,6,Yes,Very High,Yes,No,Yes,Yes,3.780458001353249,A
2358,17,Female,Caucasian,Higher,3,6,No,High,Yes,No,Yes,No,3.290991284570003,B
2359,18,Male,African American,Some College,19,13,Yes,No Support,Yes,No,No,No,3.982366868031452,A
2360,17,Female,African American,Some College,0,11,No,Low,Yes,No,No,No,3.066383789821049,B
2361,16,Female,African American,High School,11,0,Yes,Moderate,Yes,Yes,Yes,No,3.187889936970523,B
2362,16,Female,Asian,High School,10,26,No,No Support,Yes,Yes,No,Yes,3.608919324596675,A
2364,16,Male,African American,Higher,14,27,No,High,Yes,Yes,No,Yes,3.6415226026100536,A
2365,18,Male,Caucasian,Bachelor’s,20,10,No,Low,Yes,No,No,No,3.624157526284115,A
2366,16,Male,African American,Bachelor’s,9,0,No,Moderate,Yes,No,No,No,2.944582955207001,C
2367,17,Male,Caucasian,Bachelor’s,0,22,No,Very High,Yes,No,Yes,Yes,3.1718594087956355,B
2369,15,Female,African American,Bachelor’s,13,28,No,No Support,No,Yes,Yes,Yes,2.972264996286223,C
2370,16,Male,Caucasian,Some College,14,23,No,Low,Yes,Yes,No,No,2.557293834488437,C
2371,17,Male,Other,Bachelor’s,0,22,Yes,Moderate,No,No,Yes,No,2.8865046597171777,C
2372,17,Male,Caucasian,High School,9,16,Yes,Low,Yes,No,Yes,Yes,3.077863542447242,B
2373,18,Male,African American,Bachelor’s,0,2,Yes,No Support,Yes,No,No,No,2.8880764732971302,C
2374,16,Female,Caucasian,Higher,14,30,No,Moderate,Yes,No,No,Yes,3.877009535958188,A
2375,17,Male,Other,Some College,2,9,No,No Support,No,No,Yes,No,3.304163650534817,B
2376,15,Male,Caucasian,No Education,20,18,Yes,Moderate,Yes,Yes,No,Yes,3.827547081738183,A
2377,18,Male,Caucasian,Some College,19,30,No,Moderate,Yes,Yes,No,No,3.135002816607671,B
2378,15,Female,Caucasian,High School,11,6,Yes,No Support,Yes,Yes,No,No,3.005855420419312,B
2379,16,Female,Caucasian,Bachelor’s,18,19,Yes,Moderate,No,No,No,No,3.316927558379285,B
2380,16,Male,Caucasian,Higher,15,27,No,Moderate,Yes,No,No,No,3.2712331858423784,B
2381,16,Female,African American,Some College,7,2,No,High,Yes,Yes,No,No,2.7366842646796057,C
2382,18,Female,Caucasian,Some College,13,21,Yes,Very High,No,Yes,No,No,3.2350358783456064,B
2384,18,Male,Caucasian,High School,0,25,Yes,Moderate,Yes,Yes,Yes,Yes,2.8165897748481945,C
2385,15,Female,Asian,High School,1,21,No,Very High,No,No,No,No,3.3062014365694457,B
2386,18,Female,African American,Higher,11,9,No,No Support,No,No,No,No,2.307663305561038,D
2387,15,Female,Asian,Bachelor’s,16,20,No,Moderate,No,Yes,No,No,2.9896074579061342,C
2388,18,Female,African American,No Education,1,11,No,High,Yes,No,No,No,2.591914041852821,C
2389,17,Female,Caucasian,High School,16,14,No,High,Yes,Yes,Yes,Yes,3.7725591048767466,A
2390,15,Male,Caucasian,Bachelor’s,20,5,Yes,Low,No,No,No,Yes,3.982026013464144,A
2392,16,Female,Asian,Bachelor’s,5,29,No,Moderate,Yes,No,No,No,3.1527029409783043,B
2393,18,Female,Other,High School,5,30,No,High,No,No,No,No,3.024542157383369,B
2394,16,Male,Caucasian,Higher,7,28,No,Very High,No,No,Yes,Yes,3.55228843383526,A
2397,17,Male,Caucasian,Some College,6,24,No,No Support,Yes,Yes,No,No,2.837444155938111,C
2398,17,Female,African American,High School,2,19,No,Very High,Yes,Yes,No,No,2.0778792558359,D
2400,15,Female,Other,High School,2,1,No,No Support,No,Yes,No,No,3.658868136194143,A
2401,17,Male,Caucasian,High School,13,20,No,Moderate,No,No,No,Yes,2.7373034572383883,C
2402,17,Male,Other,Bachelor’s,2,18,No,No Support,No,Yes,Yes,No,2.817502981136385,C
2404,16,Male,Asian,Bachelor’s,0,30,No,Moderate,No,No,Yes,No,3.0464207030363077,B
2405,16,Female,African American,Some College,18,18,No,High,Yes,Yes,No,Yes,2.906682683171381,C
2406,18,Female,African American,Some College,3,3,No,Low,No,No,No,Yes,3.968188949348635,A
2407,16,Female,African American,Higher,1,27,Yes,Very High,Yes,No,No,No,3.445717012088072,B
2408,15,Male,African American,No Education,10,19,Yes,Moderate,Yes,No,Yes,No,3.2364524204980136,B
2410,16,Male,Other,High School,12,6,No,Moderate,Yes,Yes,No,No,3.161622226776041,B
2411,18,Male,Asian,Bachelor’s,15,3,No,Moderate,Yes,Yes,No,Yes,3.678700562044485,A
2412,16,Male,Asian,High School,15,10,Yes,No Support,Yes,Yes,No,Yes,3.0348894024112125,B
2413,15,Male,Asian,Some College,18,22,Yes,High,Yes,Yes,Yes,No,3.7452351839024662,A
2414,18,Female,Caucasian,Higher,19,24,No,No Support,Yes,Yes,Yes,Yes,2.917358688678464,C
2415,16,Female,Caucasian,Some College,20,2,No,Moderate,Yes,No,Yes,No,3.893094671692052,A
2416,18,Male,Caucasian,Bachelor’s,19,4,No,Moderate,No,No,No,No,3.915530358388656,A
2417,15,Female,African American,Bachelor’s,8,19,Yes,Low,Yes,No,No,No,3.8251842330885313,A
2418,17,Male,Asian,Bachelor’s,15,14,No,Moderate,Yes,No,No,No,3.677238988961904,A
2419,15,Female,Caucasian,Higher,6,24,No,High,Yes,Yes,No,No,3.5431920901279508,A
2420,15,Female,African American,Some College,12,20,Yes,No Support,No,No,Yes,Yes,3.7971041069471614,A
2421,15,Female,African American,High School,3,25,Yes,Moderate,Yes,No,No,No,2.24085676046092,D
2422,15,Male,Caucasian,No Education,12,17,No,High,Yes,No,Yes,No,3.995379067115863,A
2423,17,Female,African American,High School,7,15,No,Low,No,No,Yes,No,3.297324452733053,B
2424,17,Male,Asian,High School,1,15,No,High,Yes,Yes,No,No,2.964810743324273,C
2425,18,Female,Caucasian,Some College,6,9,No,Low,No,Yes,No,No,2.307333892091972,D
2426,16,Male,African American,High School,10,0,No,Low,No,No,No,No,3.744676736397714,A
2427,17,Female,African American,No Education,16,22,No,High,No,Yes,No,No,2.750761916049127,C
2430,17,Male,Other,Some College,14,23,Yes,High,Yes,No,No,No,3.416215308211469,B
2431,15,Female,Caucasian,Some College,20,14,Yes,Low,Yes,No,No,No,3.7110543550991375,A
2432,15,Male,Caucasian,Higher,8,24,No,Moderate,No,No,Yes,No,2.8575645830886973,C
2433,16,Female,Caucasian,No Education,2,6,Yes,Very High,Yes,No,No,No,2.604364185635432,C
2434,18,Male,African American,Higher,12,24,No,High,No,No,No,No,2.6539631139480893,C
2435,18,Male,African American,Bachelor’s,12,25,Yes,No Support,Yes,No,No,Yes,3.881221710242064,A
2436,16,Female,African American,High School,8,5,No,High,No,Yes,No,No,3.2401487999837366,B
2437,16,Male,Caucasian,Bachelor’s,17,14,Yes,No Support,No,Yes,Yes,No,3.7127154592680047,A
2438,15,Male,Asian,Bachelor’s,4,14,No,Moderate,Yes,Yes,Yes,Yes,3.328283484362061,B
2440,17,Male,Caucasian,Higher,1,2,Yes,No Support,Yes,Yes,No,No,2.61635668845074,C
2442,16,Female,Caucasian,High School,19,29,No,Moderate,Yes,No,No,Yes,3.1133120410058543,B
2444,17,Male,Other,High School,3,2,No,Moderate,Yes,Yes,Yes,No,3.162635874904348,B
2445,17,Male,Caucasian,High School,17,5,No,Low,Yes,Yes,Yes,No,3.0579199646129163,B
2446,15,Male,Asian,Higher,19,19,No,Moderate,No,Yes,Yes,Yes,2.684245820094659,C
2448,18,Female,Other,Some College,18,0,No,Moderate,No,Yes,No,Yes,3.342672337477574,B
2449,16,Male,Caucasian,Some College,11,8,Yes,Very High,No,Yes,No,No,3.892383252768872,A
2450,18,Male,African American,Higher,10,11,No,Moderate,Yes,No,No,No,3.473958991309066,B
2451,18,Male,Caucasian,Higher,15,3,No,Moderate,Yes,No,No,No,3.712714473205757,A
2452,15,Female,Asian,Bachelor’s,4,25,No,Low,Yes,Yes,No,No,2.4360618223616357,D
2453,18,Female,Caucasian,Higher,2,15,Yes,High,Yes,No,No,No,3.051432255920628,B
2454,17,Male,African American,Bachelor’s,11,4,Yes,Moderate,No,No,No,No,2.929068524681606,C
2455,15,Male,Caucasian,Higher,14,26,No,Very High,No,No,No,No,3.901813729187728,A
2456,15,Female,Caucasian,Bachelor’s,15,28,Yes,Very High,Yes,No,Yes,No,3.2141275779674263,B
2457,16,Female,African American,No Education,12,16,Yes,No Support,Yes,No,Yes,No,2.7590791723934323,C
2458,18,Male,Asian,Some College,6,29,Yes,Very High,Yes,Yes,No,No,2.616534622306598,C
2459,16,Male,African American,Bachelor’s,14,16,No,Moderate,Yes,Yes,No,No,3.693739598001478,A
2460,17,Male,Asian,Some College,2,5,No,Moderate,Yes,No,Yes,Yes,3.750210161160727,A
2461,15,Female,Caucasian,High School,11,25,No,High,Yes,No,No,No,2.456839394325492,D
2462,15,Male,African American,Some College,7,30,No,High,Yes,No,No,Yes,2.9851375775787217,C
2463,15,Male,Caucasian,Higher,11,28,No,High,Yes,Yes,No,No,2.904824594196022,C
2464,17,Female,Caucasian,No Education,17,30,No,Moderate,No,No,Yes,No,3.873944155113024,A
2468,16,Male,Asian,Higher,1,15,Yes,Very High,No,No,No,No,3.660710935897507,A
2470,15,Male,Caucasian,Some College,13,28,No,Moderate,Yes,No,No,Yes,2.170744703649044,D
2471,15,Female,Caucasian,High School,3,29,No,High,No,No,No,Yes,2.9821916998034528,C
2472,16,Female,African American,Some College,16,18,Yes,Very High,Yes,Yes,No,Yes,3.9707691637506057,A
2473,15,Male,Caucasian,Bachelor’s,14,22,Yes,Very High,No,No,No,No,2.842875540017123,C
2474,16,Female,Caucasian,Higher,15,1,No,No Support,No,No,Yes,Yes,3.145933991600117,B
2475,18,Male,Caucasian,Bachelor’s,4,20,Yes,High,Yes,No,No,No,2.5113531107766542,C
2476,18,Female,African American,High School,16,24,No,Very High,No,No,Yes,No,3.9448193293186713,A
2477,17,Male,Caucasian,Some College,6,11,No,Low,Yes,No,No,No,3.156743948071177,B
2478,18,Female,Asian,High School,14,11,No,High,No,Yes,No,No,2.7657887030703447,C
2479,16,Male,African American,No Education,16,25,No,Moderate,Yes,Yes,No,Yes,3.9759300916542166,A
2480,18,Male,Caucasian,High School,11,7,No,Low,Yes,Yes,Yes,No,3.779932858566185,A
2481,17,Female,Asian,High School,10,11,No,No Support,Yes,Yes,No,No,3.6863003474625176,A
2483,16,Male,African American,High School,10,10,No,Moderate,No,No,No,Yes,2.9203352610060382,C
2484,15,Male,African American,High School,1,1,No,Moderate,Yes,Yes,No,No,3.4492167734678314,B
2486,17,Female,African American,Some College,4,24,No,Moderate,No,No,No,No,2.7055835030694366,C
2487,17,Male,Caucasian,No Education,17,25,No,Low,Yes,Yes,No,No,3.222139634216972,B
2489,15,Male,Asian,High School,20,3,Yes,High,Yes,No,No,No,3.847206167845713,A
2490,15,Female,African American,High School,15,8,No,Low,No,No,No,No,3.915769297458643,A
2491,15,Male,Caucasian,No Education,3,26,No,Moderate,No,Yes,No,No,3.510576500809104,A
2492,17,Male,Caucasian,Some College,9,29,No,High,No,No,Yes,No,2.319974341034154,D
2493,17,Female,Caucasian,High School,1,27,No,Low,No,No,Yes,No,2.264823574305051,D
2495,16,Female,Caucasian,Higher,3,6,No,Moderate,Yes,No,No,Yes,2.2917082796329566,D
2496,15,Male,African American,Some College,15,27,Yes,Low,Yes,No,No,No,3.4497091627555005,B
2497,18,Male,Caucasian,Higher,6,21,No,Moderate,Yes,No,Yes,No,2.729082807836804,C
2498,18,Male,Other,Some College,11,25,Yes,Moderate,Yes,Yes,Yes,No,3.692184147600446,A
2500,17,Male,Other,Bachelor’s,16,24,No,No Support,No,Yes,No,No,2.8257667227986234,C
2501,17,Female,Other,No Education,8,9,No,No Support,Yes,No,No,No,3.211273656872201,B
2502,16,Female,African American,No Education,7,19,No,Moderate,Yes,No,No,No,2.721764233186408,C
2503,16,Female,Asian,Bachelor’s,5,13,No,Moderate,Yes,Yes,No,No,2.629148595993513,C
2504,17,Male,Caucasian,Some College,14,0,Yes,Very High,Yes,Yes,No,No,3.96066753896746,A
2506,17,Male,Caucasian,Higher,5,12,Yes,High,Yes,Yes,No,No,3.025350697562117,B
2508,16,Male,African American,Some College,13,21,No,Moderate,No,No,Yes,No,2.6300393395603274,C
2509,18,Female,Caucasian,Some College,18,27,Yes,High,Yes,Yes,No,No,3.884361577361453,A
2510,18,Male,African American,Higher,12,16,No,Moderate,No,No,Yes,Yes,3.80992479335678,A
2511,17,Male,Caucasian,Bachelor’s,13,14,Yes,Moderate,Yes,Yes,No,No,2.8027316587598725,C
2512,17,Male,Caucasian,Higher,2,6,Yes,Moderate,Yes,No,No,No,3.357972213007645,B
2513,15,Female,Caucasian,High School,3,7,Yes,Very High,Yes,Yes,No,No,2.5161732025911943,C
2515,18,Female,Caucasian,High School,13,20,Yes,Moderate,Yes,Yes,No,No,3.448524211035965,B
2516,16,Male,Caucasian,High School,7,1,No,Low,Yes,No,No,Yes,2.543531984840329,C
2517,17,Female,Caucasian,Higher,9,17,No,Moderate,Yes,No,No,No,3.556445828793205,A
2518,17,Female,Asian,No Education,8,26,No,Moderate,Yes,Yes,No,Yes,3.641415141450917,A
2519,18,Male,Caucasian,Higher,13,20,No,Very High,No,Yes,Yes,Yes,3.9250423383481,A
2520,15,Male,African American,High School,7,22,No,Moderate,Yes,No,Yes,No,2.2074833277343484,D
2521,16,Male,Caucasian,Bachelor’s,10,6,Yes,No Support,No,No,Yes,Yes,3.4997755914689197,B
2522,15,Male,Asian,High School,9,28,No,No Support,No,Yes,Yes,No,3.076197080740715,B
2525,15,Female,African American,Some College,3,15,No,Very High,Yes,Yes,Yes,Yes,2.7174789195350857,C
2526,17,Female,Caucasian,High School,11,29,No,Very High,Yes,No,No,No,3.8992875075575166,A
2527,17,Male,African American,Bachelor’s,17,18,Yes,Very High,Yes,Yes,No,No,3.376863722560548,B
2528,15,Male,Caucasian,No Education,7,8,No,High,No,No,Yes,Yes,3.355064257697337,B
2529,16,Female,Other,No Education,2,11,Yes,High,Yes,No,No,No,3.613330419137773,A
