Age,Gender,Ethnicity,Parental_Education,Weekly_Study_Time,Absences,Tutoring,Parental_Support,Extracurricular_Activity,Sports,Music,Volunteering,GPA,Grade_Class,Is_Child,Study_Efficiency,Absence_Rate,Absence_Rate_Category,Total_Activities,Absence_Impact,Study_Impact
15,Female,Caucasian,High School,12,12,No,Very High,Yes,No,Yes,No,2.85,C,1,1.0,0.4,Medium,2,0.23750000000000002,34.2
16,Female,Other,Higher,5,20,No,Moderate,Yes,Yes,Yes,No,2.22,D,1,0.25,0.6666666666666666,Medium,3,0.11100000000000002,11.100000000000001
15,Male,Other,Higher,20,17,Yes,Low,Yes,No,Yes,No,3.98,A,1,1.1764705882352942,0.5666666666666667,Medium,2,0.23411764705882354,79.6
16,Female,Caucasian,Some College,10,27,Yes,No Support,Yes,Yes,No,Yes,2.94,C,1,0.37037037037037035,0.9,High,3,0.10888888888888888,29.4
17,Female,Asian,Bachelor’s,16,0,No,High,Yes,Yes,No,Yes,3.63,A,1,0.0,0.0,Low,3,363.0,58.08
15,Female,Caucasian,Some College,11,24,No,High,Yes,No,No,No,2.96,C,1,0.4583333333333333,0.8,High,1,0.12333333333333334,32.56
15,Male,Caucasian,Some College,20,22,No,Moderate,Yes,Yes,Yes,Yes,2.87,C,1,0.9090909090909091,0.7333333333333333,High,4,0.13045454545454546,57.400000000000006
16,Female,African American,Bachelor’s,20,23,No,Moderate,No,No,No,No,3.74,A,1,0.8695652173913043,0.7666666666666667,High,0,0.16260869565217392,74.80000000000001
16,Female,Caucasian,High School,12,4,Yes,Moderate,Yes,Yes,Yes,Yes,3.1,B,1,3.0,0.13333333333333333,Low,4,0.775,37.2
17,Male,Caucasian,Some College,17,25,No,Moderate,Yes,Yes,No,No,3.39,B,1,0.68,0.8333333333333334,High,2,0.1356,57.63
17,Female,Caucasian,Some College,4,5,No,Very High,Yes,No,No,No,3.19,B,1,0.8,0.16666666666666666,Low,1,0.638,12.76
15,Female,Caucasian,High School,15,2,No,No Support,Yes,Yes,Yes,No,3.69,A,1,7.5,0.06666666666666667,Low,3,1.845,55.35
17,Female,Caucasian,High School,3,16,No,Very High,Yes,Yes,No,No,2.34,D,1,0.1875,0.5333333333333333,Medium,2,0.14625,7.02
18,Female,Asian,Some College,0,10,No,Very High,No,Yes,No,No,3.39,B,0,0.0,0.3333333333333333,Low,1,0.339,0.0339
16,Female,Asian,No Education,3,3,No,Low,No,Yes,Yes,No,2.38,D,1,1.0,0.1,Low,2,0.7933333333333333,7.14
18,Female,Caucasian,No Education,2,24,No,Low,Yes,No,No,Yes,2.18,D,0,0.08333333333333333,0.8,High,2,0.09083333333333334,4.36
18,Female,African American,Bachelor’s,3,19,No,Moderate,Yes,No,No,No,3.51,A,0,0.15789473684210525,0.6333333333333333,Medium,1,0.18473684210526314,10.53
18,Female,African American,Some College,0,0,No,High,Yes,No,No,No,2.65,C,0,0.0,0.0,Low,1,265.0,0.0265
16,Male,Other,Higher,11,29,No,Low,No,No,No,No,3.46,B,1,0.3793103448275862,0.9666666666666667,High,0,0.1193103448275862,38.06
18,Male,Caucasian,Bachelor’s,12,3,No,Low,No,Yes,Yes,Yes,3.87,A,0,4.0,0.1,Low,3,1.29,46.44
18,Female,Caucasian,No Education,1,22,No,Very High,Yes,No,No,Yes,2.12,D,0,0.045454545454545456,0.7333333333333333,High,2,0.09636363636363637,2.12
18,Male,Other,Bachelor’s,8,2,No,Low,Yes,No,Yes,No,2.83,C,0,4.0,0.06666666666666667,Low,2,1.415,22.64
15,Female,Other,No Education,6,9,No,Moderate,Yes,No,No,Yes,3.61,A,1,0.6666666666666666,0.3,Low,2,0.4011111111111111,21.66
18,Female,Asian,Bachelor’s,12,21,No,High,Yes,No,Yes,No,3.78,A,0,0.5714285714285714,0.7,High,2,0.18,45.36
16,Female,Asian,Higher,1,30,Yes,Very High,No,Yes,No,No,2.96,C,1,0.03333333333333333,1.0,High,1,0.09866666666666667,2.96
18,Male,Caucasian,Some College,0,29,No,Moderate,No,Yes,No,No,2.76,C,0,0.0,0.9666666666666667,High,1,0.09517241379310344,0.0276
18,Male,African American,Bachelor’s,17,0,Yes,Low,Yes,No,No,No,3.82,A,0,0.0,0.0,Low,1,382.0,64.94
18,Female,Caucasian,High School,7,29,Yes,Low,No,No,No,No,3.06,B,0,0.2413793103448276,0.9666666666666667,High,0,0.10551724137931034,21.42
16,Female,Caucasian,High School,11,0,Yes,High,No,No,No,No,3.41,B,1,0.0,0.0,Low,0,341.0,37.510000000000005
18,Female,Other,Some College,10,15,No,Moderate,Yes,No,Yes,Yes,2.64,C,0,0.6666666666666666,0.5,Medium,3,0.17600000000000002,26.400000000000002
18,Female,Caucasian,Bachelor’s,8,18,No,Very High,Yes,No,Yes,Yes,3.97,A,0,0.4444444444444444,0.6,Medium,3,0.22055555555555556,31.76
15,Male,Other,Some College,3,30,No,Moderate,No,Yes,Yes,Yes,3.13,B,1,0.1,1.0,High,3,0.10433333333333333,9.39
15,Female,Other,Higher,6,19,No,Moderate,Yes,Yes,No,No,3.96,A,1,0.3157894736842105,0.6333333333333333,Medium,2,0.20842105263157895,23.759999999999998
18,Female,African American,No Education,16,20,Yes,Low,No,Yes,No,No,3.08,B,0,0.8,0.6666666666666666,Medium,1,0.154,49.28
18,Male,Caucasian,Some College,10,21,No,Moderate,No,No,No,Yes,2.19,D,0,0.47619047619047616,0.7,High,1,0.10428571428571429,21.9
17,Female,Caucasian,Bachelor’s,1,17,Yes,Moderate,Yes,No,Yes,Yes,2.84,C,1,0.058823529411764705,0.5666666666666667,Medium,3,0.16705882352941176,2.84
16,Male,Caucasian,High School,17,1,No,No Support,Yes,Yes,Yes,Yes,3.83,A,1,17.0,0.03333333333333333,Low,4,3.83,65.11
17,Female,Caucasian,Bachelor’s,11,5,No,Moderate,Yes,No,No,No,2.72,C,1,2.2,0.16666666666666666,Low,1,0.544,29.92
15,Female,Caucasian,High School,8,20,Yes,Moderate,No,Yes,No,No,3.25,B,1,0.4,0.6666666666666666,Medium,1,0.1625,26.0
15,Male,Other,No Education,10,0,No,Very High,No,No,No,No,3.42,B,1,0.0,0.0,Low,0,342.0,34.2
15,Female,Caucasian,High School,4,18,No,Low,Yes,No,Yes,No,2.05,D,1,0.2222222222222222,0.6,Medium,2,0.11388888888888887,8.2
15,Female,Asian,Higher,6,26,No,High,No,Yes,Yes,Yes,3.03,B,1,0.23076923076923078,0.8666666666666667,High,3,0.11653846153846154,18.18
18,Female,Caucasian,Some College,0,4,Yes,High,Yes,Yes,No,No,2.89,C,0,0.0,0.13333333333333333,Low,2,0.7225,0.028900000000000002
15,Male,African American,Bachelor’s,4,30,Yes,Low,No,Yes,Yes,No,2.62,C,1,0.13333333333333333,1.0,High,2,0.08733333333333333,10.48
18,Male,Caucasian,Some College,12,27,No,Very High,Yes,Yes,No,No,2.97,C,0,0.4444444444444444,0.9,High,2,0.11,35.64
15,Male,Caucasian,Some College,10,27,No,Low,Yes,No,No,No,3.57,A,1,0.37037037037037035,0.9,High,1,0.1322222222222222,35.699999999999996
15,Male,African American,Higher,7,1,No,Low,Yes,No,No,Yes,3.77,A,1,7.0,0.03333333333333333,Low,2,3.77,26.39
17,Female,African American,Bachelor’s,1,15,No,Moderate,No,Yes,No,No,3.28,B,1,0.06666666666666667,0.5,Medium,1,0.21866666666666665,3.28
15,Female,Caucasian,No Education,14,24,No,Moderate,Yes,No,No,No,3.67,A,1,0.5833333333333334,0.8,High,1,0.15291666666666667,51.379999999999995
16,Female,Caucasian,Some College,9,30,No,Very High,No,No,No,No,3.69,A,1,0.3,1.0,High,0,0.123,33.21
16,Male,Other,Some College,7,20,No,Very High,No,Yes,No,No,2.19,D,1,0.35,0.6666666666666666,Medium,1,0.1095,15.33
17,Male,Other,Higher,1,1,No,Very High,No,No,No,No,3.26,B,1,1.0,0.03333333333333333,Low,0,3.26,3.26
15,Male,Asian,High School,14,3,No,Very High,Yes,No,No,Yes,3.41,B,1,4.666666666666667,0.1,Low,2,1.1366666666666667,47.74
17,Male,Caucasian,Some College,5,2,No,High,Yes,Yes,No,No,3.85,A,1,2.5,0.06666666666666667,Low,2,1.925,19.25
15,Male,Caucasian,High School,4,22,No,Very High,Yes,No,No,No,3.57,A,1,0.18181818181818182,0.7333333333333333,High,1,0.16227272727272726,14.28
16,Male,Caucasian,High School,2,16,Yes,Moderate,Yes,Yes,No,Yes,3.84,A,1,0.125,0.5333333333333333,Medium,3,0.24,7.68
16,Male,Caucasian,Higher,10,14,No,Low,Yes,No,No,Yes,3.97,A,1,0.7142857142857143,0.4666666666666667,Medium,2,0.2835714285714286,39.7
16,Female,Caucasian,Bachelor’s,2,11,No,Very High,No,No,No,Yes,2.86,C,1,0.18181818181818182,0.36666666666666664,Medium,1,0.26,5.72
17,Female,Asian,High School,8,19,No,Moderate,No,No,Yes,No,2.48,D,1,0.42105263157894735,0.6333333333333333,Medium,1,0.13052631578947368,19.84
17,Male,Other,Higher,10,9,No,Moderate,Yes,Yes,No,No,3.33,B,1,1.1111111111111112,0.3,Low,2,0.37,33.3
18,Female,Caucasian,Some College,13,28,Yes,High,No,Yes,No,Yes,3.03,B,0,0.4642857142857143,0.9333333333333333,High,2,0.10821428571428571,39.39
15,Male,African American,Some College,1,4,No,High,Yes,Yes,No,No,3.18,B,1,0.25,0.13333333333333333,Low,2,0.795,3.18
16,Male,Asian,High School,6,19,No,High,Yes,Yes,No,No,3.0,B,1,0.3157894736842105,0.6333333333333333,Medium,2,0.15789473684210525,18.0
15,Male,African American,Some College,9,19,No,Moderate,No,No,Yes,No,3.76,A,1,0.47368421052631576,0.6333333333333333,Medium,1,0.19789473684210526,33.839999999999996
16,Male,Caucasian,High School,9,10,No,No Support,No,No,No,Yes,3.01,B,1,0.9,0.3333333333333333,Low,1,0.301,27.089999999999996
17,Male,Asian,Bachelor’s,0,29,No,Moderate,Yes,Yes,Yes,No,2.77,C,1,0.0,0.9666666666666667,High,3,0.09551724137931035,0.027700000000000002
17,Male,Asian,High School,20,23,No,Low,No,No,No,Yes,3.76,A,1,0.8695652173913043,0.7666666666666667,High,1,0.1634782608695652,75.19999999999999
15,Male,African American,Some College,13,15,No,Moderate,No,No,No,Yes,3.22,B,1,0.8666666666666667,0.5,Medium,1,0.21466666666666667,41.86
17,Male,Asian,No Education,5,15,No,No Support,Yes,Yes,No,No,2.31,D,1,0.3333333333333333,0.5,Medium,2,0.154,11.55
16,Female,Caucasian,High School,2,1,No,No Support,Yes,No,No,Yes,2.21,D,1,2.0,0.03333333333333333,Low,2,2.21,4.42
17,Male,African American,Bachelor’s,3,24,No,Low,Yes,No,No,Yes,2.86,C,1,0.125,0.8,High,2,0.11916666666666666,8.58
17,Male,Asian,Some College,12,29,Yes,High,Yes,No,No,Yes,2.22,D,1,0.41379310344827586,0.9666666666666667,High,2,0.07655172413793104,26.64
15,Male,Caucasian,Higher,14,28,No,Moderate,Yes,No,No,Yes,3.04,B,1,0.5,0.9333333333333333,High,2,0.10857142857142857,42.56
15,Female,Caucasian,High School,12,27,Yes,Very High,Yes,Yes,No,No,2.66,C,1,0.4444444444444444,0.9,High,2,0.09851851851851852,31.92
15,Male,Caucasian,Some College,3,12,No,Very High,Yes,Yes,No,No,3.79,A,1,0.25,0.4,Medium,2,0.31583333333333335,11.370000000000001
17,Female,Caucasian,High School,4,30,Yes,Moderate,Yes,Yes,No,No,3.61,A,1,0.13333333333333333,1.0,High,2,0.12033333333333333,14.44
15,Female,African American,Some College,7,14,Yes,High,No,Yes,No,No,2.86,C,1,0.5,0.4666666666666667,Medium,1,0.20428571428571426,20.02
17,Female,African American,Bachelor’s,9,0,No,Low,No,No,No,No,3.72,A,1,0.0,0.0,Low,0,372.0,33.480000000000004
16,Male,Asian,No Education,6,27,No,Low,No,No,No,No,2.12,D,1,0.2222222222222222,0.9,High,0,0.07851851851851853,12.72
18,Male,Asian,Some College,16,16,No,Moderate,Yes,No,No,Yes,3.3,B,0,1.0,0.5333333333333333,Medium,2,0.20625,52.8
15,Male,Caucasian,No Education,6,19,Yes,No Support,Yes,No,Yes,No,3.1,B,1,0.3157894736842105,0.6333333333333333,Medium,2,0.1631578947368421,18.6
15,Female,Asian,Some College,18,3,Yes,Low,No,No,No,Yes,3.8,A,1,6.0,0.1,Low,1,1.2666666666666666,68.39999999999999
17,Male,African American,Bachelor’s,8,19,No,High,Yes,No,No,No,2.65,C,1,0.42105263157894735,0.6333333333333333,Medium,1,0.1394736842105263,21.2
15,Male,Asian,Some College,1,8,No,No Support,No,No,No,No,2.67,C,1,0.125,0.26666666666666666,Low,0,0.33375,2.67
16,Male,Caucasian,Some College,19,5,No,High,No,No,No,No,3.57,A,1,3.8,0.16666666666666666,Low,0,0.714,67.83
15,Female,Other,High School,5,21,No,Low,No,Yes,Yes,No,3.11,B,1,0.23809523809523808,0.7,High,2,0.14809523809523809,15.549999999999999
17,Female,Asian,Some College,9,1,Yes,Low,No,Yes,No,Yes,3.37,B,1,9.0,0.03333333333333333,Low,2,3.37,30.330000000000002
15,Female,Caucasian,Higher,1,22,No,Moderate,Yes,No,No,No,2.42,D,1,0.045454545454545456,0.7333333333333333,High,1,0.11,2.42
15,Male,Caucasian,High School,9,29,Yes,High,Yes,No,No,No,3.18,B,1,0.3103448275862069,0.9666666666666667,High,1,0.1096551724137931,28.62
16,Female,Caucasian,No Education,9,18,No,Moderate,Yes,No,No,No,3.18,B,1,0.5,0.6,Medium,1,0.17666666666666667,28.62
16,Female,Caucasian,Higher,4,6,Yes,Moderate,Yes,Yes,No,No,2.61,C,1,0.6666666666666666,0.2,Low,2,0.435,10.44
17,Female,Caucasian,Some College,3,2,Yes,Moderate,Yes,No,No,No,3.29,B,1,1.5,0.06666666666666667,Low,1,1.645,9.870000000000001
15,Female,Caucasian,Some College,16,19,Yes,High,No,Yes,Yes,No,3.24,B,1,0.8421052631578947,0.6333333333333333,Medium,2,0.1705263157894737,51.84
17,Female,Caucasian,High School,17,18,No,No Support,Yes,No,No,Yes,3.96,A,1,0.9444444444444444,0.6,Medium,2,0.22,67.32
15,Female,Asian,High School,7,8,No,Moderate,Yes,No,No,Yes,3.52,A,1,0.875,0.26666666666666666,Low,2,0.44,24.64
18,Female,Caucasian,Bachelor’s,0,5,No,No Support,No,No,Yes,No,3.55,A,0,0.0,0.16666666666666666,Low,1,0.71,0.0355
16,Male,Caucasian,High School,19,20,Yes,Moderate,Yes,No,No,Yes,3.81,A,1,0.95,0.6666666666666666,Medium,2,0.1905,72.39
15,Male,Caucasian,No Education,20,28,No,High,Yes,Yes,No,No,3.98,A,1,0.7142857142857143,0.9333333333333333,High,2,0.14214285714285715,79.6
15,Male,Asian,Higher,11,11,No,Very High,Yes,Yes,No,No,3.33,B,1,1.0,0.36666666666666664,Medium,2,0.30272727272727273,36.63
18,Female,Asian,High School,5,27,No,High,Yes,Yes,No,No,3.06,B,0,0.18518518518518517,0.9,High,2,0.11333333333333334,15.3
16,Male,African American,High School,4,12,Yes,Very High,No,No,No,Yes,3.94,A,1,0.3333333333333333,0.4,Medium,1,0.3283333333333333,15.76
18,Female,Asian,High School,13,26,Yes,Moderate,No,No,No,Yes,2.92,C,0,0.5,0.8666666666666667,High,1,0.1123076923076923,37.96
17,Male,Caucasian,Some College,11,23,No,Low,No,No,Yes,No,3.82,A,1,0.4782608695652174,0.7666666666666667,High,1,0.16608695652173913,42.019999999999996
17,Female,Other,Higher,12,28,No,Moderate,No,No,No,No,2.03,D,1,0.42857142857142855,0.9333333333333333,High,0,0.0725,24.36
16,Female,Asian,Some College,16,30,No,Moderate,Yes,No,No,Yes,3.64,A,1,0.5333333333333333,1.0,High,2,0.12133333333333333,58.24
16,Male,African American,Some College,5,19,Yes,Low,Yes,Yes,Yes,No,2.57,C,1,0.2631578947368421,0.6333333333333333,Medium,3,0.13526315789473684,12.85
16,Female,Caucasian,High School,11,6,No,Moderate,No,No,No,Yes,3.12,B,1,1.8333333333333333,0.2,Low,1,0.52,34.32
16,Male,African American,No Education,1,11,Yes,Moderate,No,No,No,No,3.3,B,1,0.09090909090909091,0.36666666666666664,Medium,0,0.3,3.3
17,Female,African American,Higher,3,29,Yes,Very High,No,Yes,No,No,2.0,D,1,0.10344827586206896,0.9666666666666667,High,1,0.06896551724137931,6.0
16,Female,Asian,High School,20,3,No,High,Yes,Yes,No,No,3.71,A,1,6.666666666666667,0.1,Low,2,1.2366666666666666,74.2
18,Male,Asian,Some College,11,29,Yes,Moderate,Yes,No,No,No,2.93,C,0,0.3793103448275862,0.9666666666666667,High,1,0.10103448275862069,32.230000000000004
18,Male,Caucasian,High School,5,26,No,Very High,Yes,Yes,Yes,No,2.14,D,0,0.19230769230769232,0.8666666666666667,High,3,0.08230769230769232,10.700000000000001
16,Male,Caucasian,Bachelor’s,16,7,No,Moderate,Yes,Yes,No,No,3.66,A,1,2.2857142857142856,0.23333333333333334,Low,2,0.5228571428571429,58.56
17,Female,Asian,Some College,6,7,Yes,Moderate,No,Yes,No,No,2.99,C,1,0.8571428571428571,0.23333333333333334,Low,1,0.42714285714285716,17.94
15,Female,Caucasian,Some College,1,16,No,No Support,Yes,Yes,No,Yes,2.56,C,1,0.0625,0.5333333333333333,Medium,3,0.16,2.56
15,Male,Other,Higher,18,13,No,High,Yes,No,No,No,3.54,A,1,1.3846153846153846,0.43333333333333335,Medium,1,0.2723076923076923,63.72
18,Male,Other,High School,1,11,No,Moderate,Yes,Yes,No,No,3.14,B,0,0.09090909090909091,0.36666666666666664,Medium,2,0.28545454545454546,3.14
17,Female,Caucasian,High School,12,2,No,Very High,No,Yes,No,No,3.47,B,1,6.0,0.06666666666666667,Low,1,1.735,41.64
17,Male,Caucasian,Some College,15,26,No,Moderate,No,No,No,No,4.0,A,1,0.5769230769230769,0.8666666666666667,High,0,0.15384615384615385,60.0
17,Male,Other,Bachelor’s,16,19,No,Very High,Yes,No,Yes,No,3.91,A,1,0.8421052631578947,0.6333333333333333,Medium,2,0.20578947368421052,62.56
15,Female,Caucasian,Some College,8,29,Yes,Very High,Yes,No,No,No,3.44,B,1,0.27586206896551724,0.9666666666666667,High,1,0.11862068965517242,27.52
15,Female,Caucasian,No Education,8,12,No,Moderate,Yes,No,Yes,No,2.66,C,1,0.6666666666666666,0.4,Medium,2,0.22166666666666668,21.28
16,Male,Caucasian,No Education,13,20,No,Moderate,Yes,No,Yes,No,2.33,D,1,0.65,0.6666666666666666,Medium,2,0.1165,30.29
16,Female,Other,Some College,12,10,No,Very High,No,No,No,No,3.52,A,1,1.2,0.3333333333333333,Low,0,0.352,42.24
17,Female,Asian,Bachelor’s,2,17,Yes,Moderate,Yes,No,No,No,3.63,A,1,0.11764705882352941,0.5666666666666667,Medium,1,0.21352941176470588,7.26
16,Male,Caucasian,Some College,0,29,No,Very High,No,Yes,No,Yes,2.67,C,1,0.0,0.9666666666666667,High,2,0.09206896551724138,0.0267
18,Male,African American,Some College,7,8,Yes,High,Yes,Yes,No,No,2.75,C,0,0.875,0.26666666666666666,Low,2,0.34375,19.25
18,Male,Caucasian,Some College,18,28,No,High,Yes,No,No,Yes,2.44,D,0,0.6428571428571429,0.9333333333333333,High,2,0.08714285714285715,43.92
16,Female,Caucasian,Higher,6,5,No,Moderate,Yes,No,Yes,No,2.75,C,1,1.2,0.16666666666666666,Low,2,0.55,16.5
16,Female,African American,Higher,12,23,No,Very High,Yes,No,No,No,2.51,C,1,0.5217391304347826,0.7666666666666667,High,1,0.10913043478260868,30.119999999999997
16,Female,African American,High School,5,13,No,High,Yes,No,No,No,3.63,A,1,0.38461538461538464,0.43333333333333335,Medium,1,0.2792307692307692,18.15
16,Male,Caucasian,High School,5,13,No,No Support,Yes,No,No,No,3.39,B,1,0.38461538461538464,0.43333333333333335,Medium,1,0.26076923076923075,16.95
17,Male,Caucasian,Bachelor’s,2,4,No,Moderate,Yes,No,Yes,No,2.61,C,1,0.5,0.13333333333333333,Low,2,0.6525,5.22
17,Male,Caucasian,Bachelor’s,12,19,No,High,Yes,No,Yes,No,3.02,B,1,0.631578947368421,0.6333333333333333,Medium,2,0.15894736842105264,36.24
17,Female,Asian,Bachelor’s,12,23,No,High,No,Yes,No,No,2.55,C,1,0.5217391304347826,0.7666666666666667,High,1,0.1108695652173913,30.599999999999998
16,Male,Caucasian,Some College,0,0,No,Very High,No,No,No,Yes,3.37,B,1,0.0,0.0,Low,1,337.0,0.0337
18,Male,African American,Bachelor’s,7,11,No,Low,No,No,Yes,No,2.45,D,0,0.6363636363636364,0.36666666666666664,Medium,1,0.22272727272727275,17.150000000000002
15,Male,African American,Bachelor’s,4,18,No,High,No,No,Yes,No,2.04,D,1,0.2222222222222222,0.6,Medium,1,0.11333333333333334,8.16
15,Female,Caucasian,Some College,16,23,Yes,Low,Yes,No,No,Yes,3.79,A,1,0.6956521739130435,0.7666666666666667,High,2,0.16478260869565217,60.64
18,Male,Caucasian,Bachelor’s,8,4,Yes,Moderate,Yes,Yes,No,No,3.99,A,0,2.0,0.13333333333333333,Low,2,0.9975,31.92
17,Male,Caucasian,Some College,12,19,No,Moderate,Yes,Yes,No,Yes,3.29,B,1,0.631578947368421,0.6333333333333333,Medium,3,0.1731578947368421,39.480000000000004
18,Female,African American,Bachelor’s,12,5,No,No Support,Yes,Yes,Yes,No,3.37,B,0,2.4,0.16666666666666666,Low,3,0.674,40.44
16,Male,Caucasian,Bachelor’s,4,11,Yes,No Support,Yes,No,Yes,No,3.61,A,1,0.36363636363636365,0.36666666666666664,Medium,2,0.3281818181818182,14.44
16,Male,Caucasian,Bachelor’s,10,2,No,High,No,No,No,Yes,2.86,C,1,5.0,0.06666666666666667,Low,1,1.43,28.599999999999998
17,Female,Asian,Some College,13,28,No,High,Yes,No,No,No,3.88,A,1,0.4642857142857143,0.9333333333333333,High,1,0.13857142857142857,50.44
15,Female,Caucasian,Bachelor’s,6,26,No,High,No,Yes,No,No,3.34,B,1,0.23076923076923078,0.8666666666666667,High,1,0.12846153846153846,20.04
15,Female,Caucasian,Some College,16,13,No,Low,Yes,No,Yes,No,3.53,A,1,1.2307692307692308,0.43333333333333335,Medium,2,0.2715384615384615,56.48
15,Male,Caucasian,High School,3,20,No,Low,No,Yes,Yes,No,2.6,C,1,0.15,0.6666666666666666,Medium,2,0.13,7.800000000000001
16,Male,African American,Some College,9,16,Yes,Moderate,Yes,No,No,Yes,3.91,A,1,0.5625,0.5333333333333333,Medium,2,0.244375,35.19
18,Male,Caucasian,Some College,14,16,No,Very High,No,Yes,Yes,No,2.9,C,0,0.875,0.5333333333333333,Medium,2,0.18125,40.6
15,Male,Caucasian,Higher,19,13,No,High,No,No,No,No,3.96,A,1,1.4615384615384615,0.43333333333333335,Medium,0,0.3046153846153846,75.24
15,Female,Caucasian,Some College,8,6,No,No Support,Yes,No,No,No,3.74,A,1,1.3333333333333333,0.2,Low,1,0.6233333333333334,29.92
18,Female,Caucasian,Bachelor’s,11,5,No,High,Yes,Yes,No,No,3.8,A,0,2.2,0.16666666666666666,Low,2,0.76,41.8
15,Female,Caucasian,High School,14,10,Yes,Moderate,Yes,Yes,No,No,3.96,A,1,1.4,0.3333333333333333,Low,2,0.396,55.44
16,Male,Caucasian,Bachelor’s,0,11,No,Moderate,No,No,No,No,3.29,B,1,0.0,0.36666666666666664,Medium,0,0.2990909090909091,0.0329
16,Male,Caucasian,Bachelor’s,14,14,No,Moderate,No,Yes,Yes,Yes,3.94,A,1,1.0,0.4666666666666667,Medium,3,0.2814285714285714,55.16
15,Female,African American,Some College,10,26,No,Very High,Yes,Yes,No,Yes,3.67,A,1,0.38461538461538464,0.8666666666666667,High,3,0.14115384615384616,36.7
16,Male,African American,Higher,4,11,No,No Support,No,Yes,No,Yes,3.73,A,1,0.36363636363636365,0.36666666666666664,Medium,2,0.3390909090909091,14.92
15,Female,Asian,Some College,6,10,Yes,Moderate,Yes,No,No,No,2.97,C,1,0.6,0.3333333333333333,Low,1,0.29700000000000004,17.82
16,Male,Caucasian,High School,11,26,No,High,No,Yes,No,No,3.73,A,1,0.4230769230769231,0.8666666666666667,High,1,0.14346153846153847,41.03
17,Male,Caucasian,Higher,19,16,No,Low,Yes,Yes,Yes,Yes,3.76,A,1,1.1875,0.5333333333333333,Medium,4,0.235,71.44
18,Male,Other,High School,2,11,No,Low,Yes,No,No,Yes,3.18,B,0,0.18181818181818182,0.36666666666666664,Medium,2,0.2890909090909091,6.36
17,Male,Caucasian,No Education,9,28,Yes,No Support,Yes,No,No,No,3.63,A,1,0.32142857142857145,0.9333333333333333,High,1,0.12964285714285714,32.67
17,Male,Caucasian,High School,3,10,No,Moderate,Yes,No,No,Yes,2.3,D,1,0.3,0.3333333333333333,Low,2,0.22999999999999998,6.8999999999999995
15,Female,Caucasian,Higher,12,2,No,Low,No,No,Yes,No,3.93,A,1,6.0,0.06666666666666667,Low,1,1.965,47.160000000000004
17,Male,Caucasian,Some College,4,28,No,Very High,No,No,Yes,No,3.14,B,1,0.14285714285714285,0.9333333333333333,High,1,0.11214285714285714,12.56
18,Male,Asian,Higher,17,30,No,High,Yes,Yes,Yes,No,3.75,A,0,0.5666666666666667,1.0,High,3,0.125,63.75
16,Female,Caucasian,Higher,20,20,No,High,Yes,No,No,No,3.28,B,1,1.0,0.6666666666666666,Medium,1,0.16399999999999998,65.6
18,Male,Asian,Bachelor’s,15,15,Yes,Moderate,Yes,Yes,No,Yes,3.48,B,0,1.0,0.5,Medium,3,0.232,52.2
18,Female,Caucasian,Bachelor’s,15,9,No,Very High,Yes,No,No,No,3.77,A,0,1.6666666666666667,0.3,Low,1,0.41888888888888887,56.55
18,Female,African American,High School,15,24,No,High,No,No,No,No,3.57,A,0,0.625,0.8,High,0,0.14875,53.55
15,Male,Caucasian,Higher,19,19,No,Moderate,No,No,Yes,Yes,3.23,B,1,1.0,0.6333333333333333,Medium,2,0.17,61.37
17,Male,Caucasian,High School,19,14,Yes,High,No,No,Yes,No,3.91,A,1,1.3571428571428572,0.4666666666666667,Medium,1,0.2792857142857143,74.29
18,Male,Caucasian,Bachelor’s,9,20,No,Moderate,Yes,No,No,No,2.33,D,0,0.45,0.6666666666666666,Medium,1,0.1165,20.97
17,Female,Caucasian,Some College,1,20,Yes,Moderate,Yes,Yes,No,No,2.94,C,1,0.05,0.6666666666666666,Medium,2,0.147,2.94
17,Female,African American,No Education,13,9,No,Very High,Yes,No,No,Yes,3.26,B,1,1.4444444444444444,0.3,Low,2,0.3622222222222222,42.379999999999995
18,Male,Caucasian,High School,5,17,No,No Support,Yes,No,No,Yes,3.45,B,0,0.29411764705882354,0.5666666666666667,Medium,2,0.20294117647058824,17.25
16,Male,African American,Bachelor’s,2,27,Yes,High,No,No,Yes,No,2.89,C,1,0.07407407407407407,0.9,High,1,0.10703703703703704,5.78
15,Male,African American,No Education,15,22,No,High,Yes,No,No,No,3.16,B,1,0.6818181818181818,0.7333333333333333,High,1,0.14363636363636365,47.400000000000006
16,Female,Other,Higher,16,22,No,Very High,No,Yes,Yes,Yes,2.63,C,1,0.7272727272727273,0.7333333333333333,High,3,0.11954545454545454,42.08
17,Female,African American,High School,11,8,No,High,No,Yes,Yes,Yes,3.87,A,1,1.375,0.26666666666666666,Low,3,0.48375,42.57
17,Female,Caucasian,High School,18,28,Yes,No Support,No,No,No,No,3.73,A,1,0.6428571428571429,0.9333333333333333,High,0,0.1332142857142857,67.14
15,Female,Other,Higher,2,3,Yes,Low,Yes,Yes,No,Yes,3.23,B,1,0.6666666666666666,0.1,Low,3,1.0766666666666667,6.46
16,Female,Asian,Bachelor’s,12,4,No,Low,Yes,No,No,Yes,2.91,C,1,3.0,0.13333333333333333,Low,2,0.7275,34.92
